Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
tabouret-molletonne-creme,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/1e3911c473b23a281e13f1f21c239098.png?v=1749297849,4,Tabouret molletonné crème,,,,,,,,,,,,,,,,,,,
tabouret-molletonne-creme,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/9c95d3f4f7f00a116c9530311745d3f4.png?v=1749148229,5,Tabouret molletonné crème,,,,,,,,,,,,,,,,,,,
tabouret-molletonne-creme,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/aefdded7613174bf836c87b03d53bccc.png?v=1749148228,6,Tabouret molletonné crème,,,,,,,,,,,,,,,,,,,
tabouret-molletonne-creme,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/aa435e418daa95e3a821fbec4064ed46.png?v=1749148229,7,Tabouret molletonné crème,,,,,,,,,,,,,,,,,,,
tabouret-molletonne-creme,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/969536b8271fe871cd241590544e83b5.png?v=1749148228,8,Tabouret molletonné crème,,,,,,,,,,,,,,,,,,,
tabouret-en-velours-vert-fonce,Tabouret en velours vert foncé,"<h2>Description du Produit</h2>
<p>Transformez votre espace de vie en un refuge élégant digne d'un hôtel avec le tabouret  en velours vert foncé. Ce tabouret rétro somptueux, revêtu d'un luxueux velours Roche vert, est conçu pour apporter une touche de sophistication à toute pièce. Doté d'un dossier incurvé unique et d'une conception intelligemment proportionnée, il se distingue par son style et son confort inégalés. Le velours riche offre un look opulent qui sublime la décoration intérieure, tandis que le dossier ergonomique assure un soutien optimal pour des séances prolongées. Polyvalent, il s'adapte aussi bien aux salons qu'aux chambres à coucher. Fabriqué avec des matériaux de haute qualité, ce tabouret promet durabilité et longévité, parfait pour les amateurs de design intérieur recherchant des meubles luxueux et inspirés du style rétro.</p><ul>
  <li>🎨 <strong>Attrait esthétique :</strong> Le velours vert foncé riche apporte une touche opulente qui sublime la décoration de votre pièce.</li>
  <li>🪑 <strong>Confort :</strong> Le dossier incurvé offre un soutien ergonomique, idéal pour des séances assises prolongées.</li>
  <li>🔄 <strong>Polyvalence :</strong> Son design permet une utilisation dans divers environnements, des salons aux chambres à coucher.</li>
  <li>🏗️ <strong>Construction de qualité :</strong> Fabriqué avec des matériaux haut de gamme garantissant durabilité et longévité.</li>
</ul><h2>Caractéristiques techniques</h2>
<ul>
  <li>
<strong>Dimensions :</strong> 61 x 57 x H. 64 cm</li>
  <li>
<strong>Revêtement :</strong> Velours Roche vert foncé</li>
  <li>
<strong>Hauteur de l'assise :</strong> 44 cm</li>
  <li>
<strong>Poids :</strong> 12 kg</li>
</ul>",Luna Déco,,Pouf,"Lits, Pouf",true,Couleur,Vert,,,,,,,,'113162,0.0,shopify,100,continue,manual,29.90,,true,true,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/99a9c52f564f061341d73c6eb4f53da9.png?v=1749297861,1,Tabouret en velours vert foncé,false,,,,,,,,,,,,,,,kg,,,active
tabouret-en-velours-vert-fonce,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/b3469d7a7486ed85a8a51ffa56751ffa.png?v=1749297861,2,Tabouret en velours vert foncé,,,,,,,,,,,,,,,,,,,
tabouret-en-velours-vert-fonce,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/e4736d99581d1b1583b2da3c87a0e51c.webp?v=1749297861,3,Tabouret en velours vert foncé,,,,,,,,,,,,,,,,,,,
tabouret-en-velours-vert-fonce,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/c8e0629f100ec6a163bd581085b24158.png?v=1749297860,4,Tabouret en velours vert foncé,,,,,,,,,,,,,,,,,,,
tabouret-en-velours-vert-fonce,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/515acca62fd7e5bf0a21c91e60e3052f.png?v=1749297860,5,Tabouret en velours vert foncé,,,,,,,,,,,,,,,,,,,
tabouret-en-velours-vert-fonce,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/9aebfa3e52085cee098da282d256e0cd.png?v=1749297860,6,Tabouret en velours vert foncé,,,,,,,,,,,,,,,,,,,
tabouret-en-velours-vert-fonce,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/4aca91598ce1f91584d3aaf938ba0c4b.png?v=1749297860,7,Tabouret en velours vert foncé,,,,,,,,,,,,,,,,,,,
tabouret-en-velours-bleu-nuit,Tabouret en velours bleu nuit,"<h2>Description du Produit</h2>
<p>Transformez votre intérieur avec le tabouret en velours bleu nuit , une pièce de mobilier qui incarne l'élégance et la sophistication d'un hôtel de luxe. Avec son revêtement somptueux en velours Savona bleu nuit et son dossier courbé ingénieusement proportionné, ce tabouret offre un confort ergonomique sans compromettre le style. Que ce soit dans un salon, une chambre ou même le hall d'un hôtel boutique, il s'impose comme un élément central grâce à son esthétique luxueuse et sa polyvalence. Parfait pour les propriétaires exigeants ou les décorateurs d'intérieur à la recherche de meubles haut de gamme, ce tabouret combine harmonieusement fonctionnalité et raffinement intemporel.</p><ul>
  <li>✨ <strong>Esthétique Luxueuse :</strong> Le riche velours bleu nuit ajoute une touche d'opulence, faisant de ce tabouret une pièce maîtresse dans n'importe quelle pièce.</li>
  <li>🛋️ <strong>Confort Assuré :</strong> Le dossier courbé conçu avec soin offre un soutien ergonomique, garantissant un confort optimal lors de l'utilisation.</li>
  <li>🏠 <strong>Design Polyvalent :</strong> Convient à divers environnements tels que salons, chambres ou même halls d'hôtels boutique, apportant une touche chic à tout espace.</li>
</ul><h2>Caractéristiques techniques</h2>
<ul>
  <li>
<strong>Dimensions :</strong> 61 x 57 x H. 64 cm</li>
  <li>
<strong>Hauteur de l'assise :</strong> 44 cm</li>
  <li>
<strong>Poids :</strong> 12 kg</li>
  <li>
<strong>Matière :</strong> Revêtement en velours Savona bleu nuit</li>
  <li>
<strong>Caractéristique de design :</strong> Dossier incurvé pour un confort accru</li>
</ul>",Luna Déco,,Pouf,"Lits, Pouf",true,Couleur,Bleu,,,,,,,,113032U,0.0,shopify,100,continue,manual,29.90,,true,true,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/989dd182a5e346afac4acaeb6586da19.webp?v=1749148220,1,Tabouret en velours bleu nuit,false,,,,,,,,,,,,,,,kg,,,active
tabouret-en-velours-bleu-nuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/707bebfb1b12c882e42f2896fb5b34b0.png?v=1749148223,2,Tabouret en velours bleu nuit,,,,,,,,,,,,,,,,,,,
tabouret-en-velours-bleu-nuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/d1cf128e6fa0db6288010a927b98eda8.png?v=1749148221,3,Tabouret en velours bleu nuit,,,,,,,,,,,,,,,,,,,
tabouret-en-velours-bleu-nuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/9470d461c8b8ae7ea636aad548c2d062.png?v=1749148221,4,Tabouret en velours bleu nuit,,,,,,,,,,,,,,,,,,,
tabouret-en-velours-bleu-nuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/d665ac0002ba08e4435fb6f4258362cb.png?v=1749148222,5,Tabouret en velours bleu nuit,,,,,,,,,,,,,,,,,,,
tabouret-en-velours-bleu-nuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/1eb1c89927c70248f5bd4a5f098682bd.png?v=1749148221,6,Tabouret en velours bleu nuit,,,,,,,,,,,,,,,,,,,
tabouret-en-velours-bleu-nuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/ac51b2e2d0f166458bf6fc4d8e017bc3.png?v=1749148221,7,Tabouret en velours bleu nuit,,,,,,,,,,,,,,,,,,,
tabouret-en-tissu-blanc-casse,Tabouret en tissu blanc cassé,"<h2>Description du Produit</h2>
<p>Transformez votre espace de vie avec l'élégance intemporelle du Tabouret en tissu blanc cassé | . Ce bijou de design vintage revisité apporte une touche moderne à la décadence rétro, grâce à son tissu Lyssa doux et raffiné en blanc cassé qui exalte son allure luxueuse. Avec des dimensions généreuses de 61 x 57 x H. 64 cm et un dossier incurvé astucieusement proportionné, ce tabouret offre un confort ergonomique sans compromettre le style. Sa couleur neutre et son design intemporel s'harmonisent parfaitement avec divers styles d'intérieur, du classique au contemporain, faisant de lui un incontournable pour les propriétaires exigeants et les décorateurs d'intérieur soucieux d'esthétique et de qualité artisanale.</p>
<ul>
  <li>🎨 <strong>Aesthetic Appeal:</strong> Le design chic et le tissu Lyssa blanc cassé ajoutent élégance et sophistication à votre espace.</li>
  <li>🪑 <strong>Comfort:</strong> Le dossier incurvé offre un soutien ergonomique, améliorant le confort de l'utilisateur.</li>
  <li>🔄 <strong>Versatility:</strong> Sa couleur neutre et son design intemporel conviennent à divers styles d'intérieur, du classique au contemporain.</li>
  <li>💪 <strong>Durability:</strong> Conçu avec des matériaux de haute qualité qui garantissent une utilisation durable.</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
  <li>
<strong>Dimensions :</strong> 61 x 57 x H. 64 cm</li>
  <li>
<strong>Hauteur de l'assise :</strong> 44 cm</li>
  <li>
<strong>Poids :</strong> 12 kg</li>
  <li>
<strong>Matière :</strong> Tissu Lyssa en blanc cassé</li>
  <li>
<strong>Caractéristique de design :</strong> Dossier incurvé avec proportions intelligentes</li>
</ul>",Luna Déco,,Pouf,"Lits, Pouf",true,Couleur,Blanc,,,,,,,,'115809,0.0,shopify,100,continue,manual,29.90,,true,true,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/0738eee79824154188408937604c438e.png?v=1749297877,1,Tabouret en tissu blanc cassé,false,,,,,,,,,,,,,,,kg,,,active
tabouret-en-tissu-blanc-casse,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/74d7691c72170c89e3ed5dc2ba15e866.webp?v=1749297877,2,Tabouret en tissu blanc cassé,,,,,,,,,,,,,,,,,,,
tabouret-en-tissu-blanc-casse,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/40cba3e1e00648998752cad89c3fed72.png?v=1749297877,3,Tabouret en tissu blanc cassé,,,,,,,,,,,,,,,,,,,
tabouret-en-tissu-blanc-casse,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/77440527bd717b7bb226df32b2ef0ed9.png?v=1749297877,4,Tabouret en tissu blanc cassé,,,,,,,,,,,,,,,,,,,
tabouret-en-tissu-blanc-casse,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/d62dd8427ca4dc2cbb20400b67e9c0ef.png?v=1749297877,5,Tabouret en tissu blanc cassé,,,,,,,,,,,,,,,,,,,
tabouret-en-tissu-blanc-casse,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/9f65ed0094e8420af632aeef87a51d9f.png?v=1749297877,6,Tabouret en tissu blanc cassé,,,,,,,,,,,,,,,,,,,
tabouret-en-tissu-blanc-casse,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/7900e0662153a4be88982c77849f27a1.png?v=1749297877,7,Tabouret en tissu blanc cassé,,,,,,,,,,,,,,,,,,,
tabouret-de-bar-marron-en-rotin,Tabouret de bar marron en rotin,"<h2>Description du Produit</h2>
<p>Transformez votre espace avec le tabouret de bar marron en rotin  , une pièce qui allie discrétion et élégance. Conçu pour sublimer tout bar à domicile ou comptoir de cuisine, ce tabouret se distingue par son assise en rotin tissé à la main, offrant une esthétique naturelle et un confort inégalé. Sa structure en bois massif au fini brun classique assure robustesse et durabilité, tandis que sa connexion croisée en X unique garantit une stabilité fiable. Idéal pour les propriétaires soucieux de style comme pour les décorateurs d'intérieur exigeants, ce tabouret s'intègre parfaitement dans divers environnements, des bars aux cafés, ajoutant une touche d'élégance terreuse à votre décor.</p><ul>
  <li>🌿 <strong>Attrait esthétique :</strong> Le siège en rotin tressé à la main offre une apparence naturelle et texturée, ajoutant une élégance terreuse à votre espace.</li>
  <li>🪵 <strong>Durabilité et stabilité :</strong> Conçu en bois massif avec une connexion croisée en X pour une stabilité renforcée.</li>
  <li>🔄 <strong>Polyvalence :</strong> Adapté à divers environnements tels que les bars à domicile, les comptoirs de cuisine, ou même les cafés grâce à son design classique.</li>
</ul><h2>Caractéristiques techniques</h2>
<ul>
  <li>
<strong>Dimensions :</strong> Diamètre 44 cm x Hauteur 67 cm</li>
  <li>
<strong>Matière :</strong> Siège en rotin tissé à la main, structure en bois massif</li>
  <li>
<strong>Finition :</strong> Marron classique</li>
  <li>
<strong>Poids :</strong> 4 kg</li>
</ul>",Luna Déco,,Chaises de bar,Chaises de bar,true,Couleur,Marron,,,,,,,,'114181,0.0,shopify,100,continue,manual,39.99,,true,true,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/7ed8ad1a4413ed672bb7b4bbba932609.png?v=1749148214,1,Tabouret de bar marron en rotin S,false,,,,,,,,,,,,,,,kg,,,active
tabouret-de-bar-marron-en-rotin,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/4e2c315ad166ff492411741301270224.png?v=1749148215,2,Tabouret de bar marron en rotin S,,,,,,,,,,,,,,,,,,,
tabouret-de-bar-marron-en-rotin,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/03481a8d55e88a9685bed3f7a7c3b379.png?v=1749148214,3,Tabouret de bar marron en rotin S,,,,,,,,,,,,,,,,,,,
tabouret-de-bar-marron-en-rotin,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/1f8c6085b73588471a8be9d977a79341.png?v=1749148214,4,Tabouret de bar marron en rotin S,,,,,,,,,,,,,,,,,,,
tabouret-boucle-creme,Tabouret bouclé crème,"<h2>Description du Produit</h2>
<p>Élevez votre espace de vie avec le Tabouret bouclé crème | , une pièce de mobilier luxueuse qui allie charme rétro et confort moderne. Son revêtement en tissu bouclé couleur crème offre une sophistication inégalée, tandis que son dossier courbé aux proportions intelligentes assure un confort optimal. Ce tabouret se distingue par sa capacité à enrichir n'importe quel intérieur grâce à son allure élégante et sa légèreté de 12 kg qui facilite son déplacement. Idéal pour les salons ou chambres à coucher, il s'adresse aux amateurs de décoration haut de gamme qui recherchent des pièces uniques au charme vintage et au luxe contemporain.</p><ul>
  <li>🎨 Esthétique attrayante : Le design inspiré du rétro ajoute une touche chic et élégante à n'importe quelle pièce.</li>
  <li>🛋️ Confort exceptionnel : Le tissu bouclé doux et le dossier incurvé offrent un confort supérieur.</li>
  <li>🏡 Utilisation polyvalente : Convient aussi bien aux salons qu'aux chambres, s'adaptant à divers styles d'intérieur.</li>
  <li>⚖️ Design léger : Avec seulement 12 kg, il est facile à déplacer selon les besoins.</li>
</ul><h2>Caractéristiques techniques</h2>
<ul>
  <li>
<strong>Dimensions :</strong> 61 x 57 x H. 64 cm</li>
  <li>
<strong>Hauteur d'assise :</strong> 44 cm</li>
  <li>
<strong>Poids :</strong> 12 kg</li>
  <li>
<strong>Matière :</strong> Tissu bouclé couleur crème</li>
  <li>
<strong>Caractéristiques de design :</strong> Dossier incurvé</li>
</ul>",Luna Déco,,Pouf,"Lits, Pouf",true,Couleur,Blanc,,,,,,,,'115224,0.0,shopify,100,continue,manual,29.90,,true,true,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/855f7b8056b4c1c25aad67942fd20ec1.png?v=1749297889,1,Tabouret bouclé crème,false,,,,,,,,,,,,,,,kg,,,active
tabouret-boucle-creme,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/9cccc691b2c2bb3fcf72890acbe6167b.png?v=1749297889,2,Tabouret bouclé crème,,,,,,,,,,,,,,,,,,,
tabouret-boucle-creme,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/74d7691c72170c89e3ed5dc2ba15e866_1d663223-01ef-458b-8992-f5a06336e075.webp?v=1749297889,3,Tabouret bouclé crème,,,,,,,,,,,,,,,,,,,
tabouret-boucle-creme,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/3d8794110a19bde51df8779c9b78f588.png?v=1749297889,4,Tabouret bouclé crème,,,,,,,,,,,,,,,,,,,
tabouret-boucle-creme,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0911/7401/1255/files/0c42596e936a4ecfac9b67587f99dcc8.png?v=1749297886,5,Tabouret bouclé crème,,,,,,,,,,,,,,,,,,,
